Count of combinations
% num: 1048576
dict_keys(['k_10', 'k_12', 'k_2', 'k_9'])
(10, 1, 2, 12): 96
(13, 8, 8, 0): 96
(12, 2, 8, 2): 128
(11, 11, 10, 10): 64
(10, 14, 8, 14): 64
(12, 11, 8, 13): 64
(10, 6, 2, 11): 64
(12, 1, 8, 10): 32
(13, 6, 8, 7): 128
(12, 7, 8, 10): 128
(13, 12, 8, 3): 32
(10, 1, 8, 12): 96
(12, 5, 8, 0): 96
(11, 13, 10, 1): 96
(10, 4, 2, 0): 32
(12, 10, 8, 12): 64
(13, 10, 8, 8): 64
(12, 0, 8, 1): 96
(13, 4, 8, 5): 96
(10, 4, 8, 11): 64
(11, 15, 10, 6): 64
(12, 7, 8, 14): 128
(12, 2, 8, 6): 128
(10, 3, 2, 6): 64
(10, 3, 8, 0): 64
(13, 3, 8, 11): 128
(12, 12, 8, 7): 32
(13, 1, 8, 14): 32
(12, 0, 8, 10): 32
(12, 12, 8, 4): 96
(13, 14, 8, 12): 64
(13, 14, 8, 15): 64
(10, 8, 8, 6): 64
(11, 0, 10, 4): 96
(10, 8, 2, 4): 96
(12, 14, 8, 8): 64
(11, 11, 2, 8): 128
(10, 6, 8, 4): 64
(13, 1, 8, 9): 96
(12, 8, 8, 3): 32
(11, 15, 8, 8): 128
(12, 11, 8, 12): 64
(11, 5, 10, 3): 64
(11, 13, 2, 15): 64
(12, 2, 8, 15): 128
(13, 10, 8, 2): 64
(11, 13, 8, 15): 64
(12, 13, 8, 7): 32
(11, 2, 10, 8): 64
(11, 15, 2, 13): 128
(13, 12, 8, 13): 96
(12, 15, 8, 8): 64
(12, 5, 8, 14): 32
(11, 11, 8, 13): 128
(13, 7, 8, 10): 128
(11, 9, 10, 14): 64
(12, 5, 8, 4): 96
(11, 0, 2, 3): 64
(12, 3, 8, 15): 128
(13, 12, 8, 0): 96
(11, 7, 10, 12): 64
(11, 0, 8, 3): 64
(12, 7, 8, 3): 128
(11, 5, 2, 7): 64
(13, 5, 8, 1): 96
(12, 4, 10, 0): 96
(12, 14, 8, 15): 64
(12, 4, 8, 4): 96
(12, 9, 8, 1): 96
(13, 2, 8, 6): 128
(12, 1, 8, 9): 96
(11, 2, 2, 1): 64
(11, 7, 8, 7): 64
(12, 6, 8, 3): 128
(12, 6, 10, 7): 128
(13, 0, 8, 5): 96
(12, 13, 8, 6): 32
(11, 9, 2, 10): 64
(13, 9, 8, 4): 96
(12, 10, 8, 2): 64
(12, 8, 8, 1): 96
(12, 8, 10, 5): 96
(13, 15, 8, 3): 64
(11, 2, 8, 10): 64
(12, 12, 8, 13): 96
(11, 7, 2, 5): 64
(12, 12, 8, 6): 32
(12, 3, 10, 11): 128
(12, 10, 8, 13): 64
(11, 9, 8, 5): 32
(13, 10, 8, 15): 64
(13, 13, 8, 8): 96
(12, 0, 8, 11): 32
(13, 11, 8, 14): 64
(12, 12, 10, 15): 32
(12, 1, 8, 11): 32
(11, 14, 8, 2): 64
(13, 5, 8, 9): 96
(11, 10, 2, 2): 64
(13, 0, 8, 12): 96
(14, 10, 8, 0): 128
(13, 14, 8, 2): 64
(12, 14, 10, 9): 64
(13, 9, 8, 5): 96
(11, 1, 2, 9): 96
(13, 8, 8, 13): 96
(12, 14, 8, 9): 64
(14, 12, 8, 7): 64
(13, 8, 8, 5): 96
(12, 1, 10, 2): 32
(12, 15, 8, 3): 64
(11, 10, 8, 14): 64
(13, 7, 8, 2): 128
(11, 14, 2, 14): 64
(14, 14, 8, 5): 128
(12, 10, 10, 13): 64
(13, 6, 8, 2): 128
(13, 1, 8, 1): 96
(12, 13, 8, 8): 96
(11, 12, 8, 12): 96
(13, 5, 8, 0): 96
(14, 1, 8, 11): 64
(13, 4, 8, 0): 96
(12, 7, 10, 10): 128
(11, 8, 8, 11): 64
(11, 12, 2, 12): 96
(12, 11, 8, 14): 64
(13, 2, 8, 14): 128
(13, 3, 8, 14): 128
(14, 4, 8, 15): 64
(13, 13, 8, 4): 96
(12, 0, 8, 12): 96
(11, 6, 8, 0): 64
(13, 15, 8, 10): 64
(11, 3, 2, 11): 64
(15, 10, 8, 0): 128
(12, 9, 10, 1): 96
(13, 11, 8, 3): 64
(11, 8, 2, 0): 32
(14, 3, 8, 9): 64
(13, 14, 8, 10): 64
(15, 12, 8, 7): 64
(12, 2, 10, 6): 128
(11, 4, 8, 6): 64
(13, 9, 8, 8): 96
(11, 6, 2, 6): 64
(14, 8, 8, 2): 64
(13, 11, 8, 7): 64
(15, 14, 8, 5): 128
(11, 4, 2, 4): 96
(11, 3, 8, 4): 64
(12, 5, 10, 4): 96
(13, 15, 8, 14): 64
(15, 1, 8, 11): 64
(12, 7, 2, 8): 128
(12, 9, 8, 8): 96
(14, 6, 8, 13): 64
(13, 10, 8, 7): 64
(13, 4, 8, 12): 96
(14, 14, 8, 0): 128
(12, 0, 10, 3): 32
(14, 11, 8, 10): 64
(15, 4, 8, 15): 64
(13, 6, 8, 15): 128
(15, 3, 8, 9): 64
(12, 9, 2, 15): 96
(13, 4, 8, 4): 96
(12, 5, 8, 13): 96
(14, 0, 8, 1): 96
(14, 8, 8, 7): 64
(12, 15, 10, 8): 64
(13, 7, 8, 15): 128
(13, 3, 8, 3): 128
(12, 2, 2, 13): 128
(13, 5, 8, 4): 96
(14, 15, 8, 6): 64
(12, 13, 10, 14): 32
(15, 8, 8, 2): 64
(14, 10, 8, 5): 128
(13, 2, 8, 3): 128
(12, 5, 2, 3): 96
(13, 8, 8, 1): 96
(14, 5, 8, 11): 64
(12, 0, 8, 7): 32
(15, 6, 8, 13): 64
(12, 11, 10, 12): 64
(14, 13, 8, 4): 96
(13, 9, 8, 1): 96
(13, 14, 8, 6): 64
(13, 5, 10, 0): 96
(12, 0, 2, 7): 96
(14, 0, 8, 15): 64
(12, 11, 8, 1): 64
(14, 2, 8, 3): 64
(15, 11, 8, 10): 64
(13, 2, 10, 7): 128
(13, 15, 8, 6): 64
(15, 0, 8, 1): 96
(14, 7, 8, 9): 64
(14, 9, 8, 8): 32
(12, 13, 8, 10): 32
(12, 15, 2, 1): 64
(13, 10, 8, 11): 64
(14, 7, 8, 14): 64
(13, 11, 8, 11): 64
(13, 9, 10, 5): 96
(15, 15, 8, 6): 64
(14, 12, 8, 2): 64
(12, 13, 2, 10): 96
(12, 15, 8, 5): 64
(14, 5, 8, 12): 96
(13, 7, 10, 11): 128
(14, 11, 8, 5): 128
(15, 13, 8, 4): 96
(14, 2, 8, 13): 64
(12, 11, 2, 5): 64
(15, 14, 8, 0): 128
(12, 4, 8, 9): 96
(13, 11, 10, 15): 64
(12, 4, 2, 2): 96
(14, 13, 8, 2): 64
(15, 2, 8, 3): 64
(14, 15, 8, 10): 64
(14, 15, 8, 0): 128
(15, 1, 8, 7): 64
(15, 9, 8, 8): 32
(12, 6, 2, 9): 128
(14, 4, 8, 1): 96
(13, 13, 10, 9): 96
(15, 7, 8, 14): 64
(14, 0, 8, 14): 64
(15, 10, 8, 5): 128
(12, 8, 8, 12): 96
(12, 8, 2, 14): 96
(14, 11, 8, 6): 64
(13, 15, 10, 2): 64
(15, 5, 8, 12): 96
(14, 1, 8, 14): 64
(12, 12, 8, 11): 32
(14, 5, 8, 10): 64
(14, 9, 8, 4): 96
(15, 12, 8, 11): 64
(12, 3, 2, 12): 128
(12, 10, 8, 0): 64
(14, 4, 8, 10): 64
(14, 6, 8, 3): 64
(13, 0, 10, 13): 96
(15, 8, 8, 15): 64
(14, 2, 8, 12): 64
(12, 1, 8, 6): 32
(14, 3, 8, 12): 64
(12, 12, 2, 11): 96
(14, 1, 8, 7): 64
(14, 13, 8, 8): 32
(13, 3, 10, 10): 128
(12, 14, 8, 4): 64
(15, 6, 8, 9): 64
(14, 3, 8, 14): 64
(14, 9, 8, 7): 64
(12, 14, 2, 0): 64
(13, 8, 10, 1): 96
(13, 8, 8, 8): 96
(14, 1, 8, 12): 96
(14, 6, 8, 8): 64
(14, 7, 8, 8): 64
(13, 6, 10, 6): 128
(12, 1, 2, 6): 96
(15, 4, 8, 2): 64
(14, 12, 8, 11): 64
(14, 11, 8, 15): 64
(12, 10, 2, 4): 64
(15, 5, 8, 7): 64
(14, 10, 8, 15): 64
(15, 3, 8, 13): 64
(13, 3, 2, 8): 128
(14, 8, 8, 15): 64
(14, 0, 8, 4): 96
(13, 4, 8, 13): 96
(13, 4, 10, 4): 96
(14, 1, 8, 4): 96
(13, 8, 2, 15): 96
(14, 15, 8, 3): 64
(13, 10, 10, 3): 64
(14, 6, 8, 9): 64
(14, 14, 8, 3): 64
(13, 6, 2, 13): 128
(15, 15, 8, 10): 64
(14, 4, 8, 2): 64
(14, 12, 8, 1): 96
(15, 8, 8, 11): 64
(13, 1, 10, 8): 96
(14, 13, 8, 1): 96
(13, 14, 8, 7): 64
(13, 4, 2, 3): 96
(14, 3, 8, 6): 64
(15, 13, 8, 1): 96
(15, 12, 8, 15): 64
(13, 14, 10, 14): 64
(14, 2, 8, 6): 64
(13, 10, 2, 7): 64
(14, 8, 8, 13): 32
(14, 3, 8, 13): 64
(15, 2, 8, 9): 64
(13, 1, 2, 1): 32
(13, 10, 8, 10): 64
(15, 11, 8, 6): 64
(14, 9, 8, 13): 32
(13, 12, 10, 12): 96
(14, 6, 8, 11): 64
(13, 12, 8, 5): 96
(15, 0, 8, 2): 64
(14, 15, 10, 0): 128
(14, 4, 8, 9): 96
(13, 14, 2, 10): 64
(14, 7, 8, 11): 64
(15, 0, 8, 4): 96
(15, 15, 8, 5): 128
(14, 5, 8, 9): 96
(13, 12, 2, 5): 32
(14, 0, 10, 7): 64
(15, 7, 8, 13): 64
(15, 7, 8, 3): 64
(14, 11, 10, 5): 128
(13, 5, 2, 2): 96
(15, 1, 8, 2): 64
(14, 13, 10, 11): 64
(15, 5, 8, 8): 32
(15, 11, 8, 0): 128
(13, 2, 2, 9): 128
(15, 9, 8, 1): 96
(15, 2, 8, 14): 64
(13, 9, 8, 12): 96
(15, 13, 8, 14): 64
(14, 9, 10, 15): 64
(15, 9, 8, 12): 96
(13, 9, 2, 14): 96
(15, 12, 8, 14): 64
(14, 7, 8, 3): 64
(15, 9, 8, 10): 64
(14, 7, 10, 9): 64
(15, 4, 8, 4): 96
(15, 8, 8, 10): 64
(0, 2, 10, 0): 96
(14, 5, 8, 8): 32
(15, 7, 8, 12): 64
(15, 3, 8, 3): 64
(13, 15, 8, 11): 64
(0, 9, 10, 7): 80
(13, 7, 2, 12): 128
(14, 2, 8, 14): 64
(13, 13, 8, 0): 96
(14, 5, 10, 2): 64
(15, 6, 8, 12): 64
(15, 1, 8, 8): 32
(13, 11, 2, 11): 64
(15, 2, 8, 8): 64
(0, 7, 10, 5): 96
(14, 9, 8, 12): 96
(13, 13, 2, 0): 32
(14, 2, 10, 13): 64
(13, 11, 8, 6): 64
(0, 5, 10, 11): 80
(15, 6, 8, 14): 64
(15, 4, 8, 7): 64
(13, 15, 2, 6): 64
(1, 2, 10, 0): 96
(15, 14, 8, 15): 64
(14, 14, 10, 10): 64
(15, 3, 8, 8): 64
(13, 0, 2, 4): 32
(0, 11, 10, 15): 64
(13, 0, 8, 4): 96
(15, 13, 8, 12): 96
(1, 9, 10, 7): 80
(14, 14, 2, 8): 128
(15, 15, 8, 15): 64
(0, 6, 10, 0): 96
(14, 10, 8, 8): 128
(14, 12, 10, 1): 96
(15, 12, 8, 4): 96
(0, 0, 10, 9): 48
(1, 7, 10, 5): 96
(14, 10, 10, 6): 64
(14, 12, 8, 15): 64
(14, 12, 2, 15): 64
(0, 13, 10, 7): 80
(15, 10, 8, 3): 64
(14, 10, 2, 13): 128
(15, 11, 8, 3): 64
(1, 5, 10, 11): 80
(14, 1, 10, 4): 96
(0, 15, 10, 2): 64
(14, 14, 8, 13): 128
(15, 1, 8, 1): 96
(0, 3, 10, 5): 96
(14, 1, 2, 3): 64
(0, 13, 10, 13): 80
(1, 11, 10, 15): 64
(15, 6, 8, 6): 64
(14, 6, 10, 3): 64
(14, 6, 2, 7): 64
(0, 4, 10, 10): 80
(15, 7, 8, 6): 64
(14, 4, 10, 8): 32
(15, 4, 8, 13): 32
(0, 1, 10, 11): 80
(14, 1, 8, 3): 64
(1, 0, 10, 9): 48
(14, 4, 2, 1): 96
(15, 5, 8, 13): 32
(15, 3, 8, 11): 64
(15, 2, 8, 11): 64
(0, 15, 10, 15): 64
(14, 3, 10, 14): 64
(0, 3, 10, 1): 96
(15, 8, 8, 9): 96
(14, 3, 2, 10): 64
(14, 4, 8, 7): 64
(15, 9, 8, 9): 96
(14, 8, 10, 12): 96
(1, 15, 10, 2): 64
(0, 2, 10, 5): 96
(15, 11, 10, 0): 128
(0, 4, 10, 9): 48
(14, 3, 8, 1): 64
(0, 8, 10, 2): 80
(14, 8, 2, 5): 32
(1, 13, 10, 13): 80
(0, 8, 10, 6): 80
(0, 9, 10, 2): 80
(14, 8, 8, 10): 64
(14, 15, 2, 2): 64
(0, 11, 10, 2): 64
(15, 13, 10, 7): 64
(0, 6, 10, 4): 96
(0, 9, 10, 13): 80
(0, 7, 10, 0): 96
(14, 0, 2, 9): 96
(1, 4, 10, 10): 80
(14, 6, 8, 5): 64
(15, 15, 10, 5): 128
(0, 10, 10, 3): 64
(0, 5, 10, 14): 80
(0, 0, 10, 10): 80
(14, 11, 2, 14): 64
(0, 4, 10, 14): 80
(1, 3, 10, 1): 96
(0, 7, 10, 1): 96
(15, 0, 10, 11): 64
(0, 12, 10, 8): 80
(14, 11, 8, 2): 64
(0, 11, 10, 10): 64
(1, 8, 10, 6): 80
(0, 10, 10, 10): 64
(0, 12, 10, 6): 80
(15, 5, 10, 15): 64
(0, 14, 10, 14): 64
(14, 13, 2, 12): 96
(14, 0, 8, 9): 96
(1, 6, 10, 4): 96
(0, 1, 10, 12): 48
(14, 9, 2, 11): 64
(14, 15, 8, 14): 64
(15, 2, 10, 9): 64
(0, 14, 10, 7): 64
(1, 13, 10, 0): 80
(0, 15, 10, 7): 64
(0, 2, 10, 4): 96
(1, 10, 10, 3): 64
(14, 7, 2, 0): 64
(14, 13, 8, 12): 96
(15, 9, 10, 2): 64
(1, 12, 10, 8): 80
(1, 15, 10, 7): 64
(14, 5, 2, 6): 64
(0, 14, 10, 3): 64
(15, 7, 10, 13): 64
(14, 2, 8, 11): 64
(1, 14, 10, 14): 64
(1, 0, 10, 5): 48
(14, 9, 8, 0): 32
(14, 2, 2, 4): 64
(0, 8, 10, 8): 80
(0, 5, 10, 15): 80
(0, 4, 10, 15): 80
(1, 1, 10, 12): 48
(15, 10, 10, 10): 64
(15, 10, 2, 8): 128
(0, 10, 10, 14): 64
(14, 7, 8, 6): 64
(0, 5, 10, 12): 48
(1, 11, 10, 11): 64
(0, 13, 10, 0): 80
(0, 3, 10, 4): 96
(15, 1, 10, 1): 96
(15, 1, 2, 15): 64
(14, 5, 8, 4): 96
(1, 9, 10, 0): 80
(1, 5, 10, 15): 80
(0, 8, 10, 3): 80
(15, 14, 8, 8): 128
(0, 9, 10, 3): 80
(1, 11, 10, 7): 64
(1, 7, 10, 9): 96
(15, 14, 2, 13): 128
(15, 14, 10, 6): 64
(15, 1, 8, 15): 64
(0, 6, 10, 1): 96
(0, 0, 10, 5): 48
(1, 9, 10, 2): 80
(0, 10, 10, 6): 64
(15, 12, 10, 4): 96
(15, 12, 2, 3): 64
(1, 4, 10, 5): 48
(15, 10, 8, 13): 128
(0, 11, 10, 11): 64
(0, 11, 10, 6): 64
(15, 3, 2, 7): 64
(15, 3, 10, 3): 64
(1, 2, 10, 13): 96
(15, 12, 8, 3): 64
(0, 14, 10, 11): 64
(1, 15, 10, 11): 64
(15, 8, 10, 8): 32
(15, 8, 8, 7): 64
(0, 15, 10, 11): 64
(1, 1, 10, 10): 80
(1, 1, 10, 15): 80
(15, 6, 2, 10): 64
(15, 6, 10, 14): 64
(0, 7, 10, 9): 96
(15, 4, 10, 12): 96
(1, 12, 10, 5): 80
(15, 6, 8, 1): 64
(1, 13, 10, 5): 80
(1, 14, 10, 1): 96
(15, 4, 2, 5): 32
(1, 3, 10, 9): 96
(0, 9, 0, 13): 112
(1, 14, 10, 2): 64
(1, 12, 10, 6): 80
(15, 4, 8, 10): 64
(1, 13, 10, 2): 80
(15, 11, 2, 2): 64
(1, 0, 10, 0): 48
(0, 2, 10, 13): 96
(1, 1, 10, 0): 48
(1, 10, 10, 4): 96
(15, 3, 8, 5): 64
(1, 6, 10, 13): 96
(1, 11, 10, 14): 64
(0, 1, 10, 10): 80
(1, 6, 10, 3): 32
(1, 10, 10, 14): 64
(15, 15, 8, 2): 64
(0, 5, 0, 8): 80
(15, 15, 2, 14): 64
(1, 5, 10, 10): 80
(15, 13, 8, 9): 96
(0, 14, 10, 1): 96
(1, 10, 10, 1): 96
(1, 8, 10, 8): 80
(15, 0, 2, 12): 96
(15, 11, 8, 14): 64
(1, 7, 10, 12): 96
(1, 6, 10, 12): 96
(0, 15, 0, 2): 64
(1, 3, 10, 14): 32
(15, 0, 8, 12): 96
(15, 5, 2, 11): 64
(1, 8, 10, 7): 80
(0, 10, 10, 4): 96
(15, 7, 8, 11): 64
(1, 3, 10, 8): 96
(1, 14, 10, 4): 96
(15, 2, 2, 0): 64
(0, 11, 0, 15): 64
(1, 2, 10, 8): 96
(0, 6, 10, 3): 32
(1, 2, 10, 3): 32
(1, 4, 10, 12): 48
(15, 5, 8, 0): 32
(1, 0, 10, 15): 80
(15, 9, 2, 6): 64
(15, 2, 8, 6): 64
(2, 0, 10, 0): 80
(15, 7, 2, 4): 64
(15, 9, 8, 4): 96
(1, 15, 10, 4): 96
(0, 2, 10, 8): 96
(0, 6, 8, 8): 96
(1, 7, 10, 14): 32
(0, 3, 10, 14): 32
(1, 0, 10, 12): 48
(0, 9, 10, 15): 80
(1, 12, 10, 3): 80
(2, 11, 10, 7): 64
(0, 4, 10, 12): 48
(0, 4, 8, 15): 80
(1, 13, 10, 3): 80
(2, 4, 10, 0): 80
(3, 0, 10, 0): 80
(1, 6, 10, 6): 32
(1, 11, 10, 1): 96
(0, 7, 10, 13): 96
(2, 13, 10, 5): 48
(3, 11, 10, 7): 64
(2, 15, 10, 7): 64
(1, 8, 10, 13): 80
(1, 7, 10, 6): 32
(0, 3, 8, 13): 96
(0, 8, 0, 9): 48
(2, 15, 10, 11): 64
(1, 3, 10, 11): 32
(0, 8, 8, 3): 80
(2, 9, 10, 5): 48
(0, 14, 0, 14): 64
(1, 9, 10, 13): 80
(3, 13, 10, 5): 48
(1, 4, 10, 9): 48
(0, 5, 10, 3): 80
(2, 0, 10, 5): 80
(1, 2, 10, 11): 32
(2, 9, 10, 15): 80
(0, 14, 8, 7): 64
(2, 11, 10, 11): 64
(1, 5, 10, 9): 48
(3, 15, 10, 11): 64
(0, 10, 0, 3): 64
(2, 11, 10, 2): 64
(2, 2, 10, 9): 96
(2, 13, 10, 15): 80
(3, 9, 10, 15): 80
(0, 12, 8, 1): 48
(2, 1, 10, 5): 80
(2, 6, 10, 9): 96
(0, 11, 10, 7): 64
(2, 5, 10, 2): 80
(1, 13, 0, 13): 112
(2, 13, 10, 0): 48
(3, 2, 10, 9): 96
(2, 10, 10, 2): 64
(1, 11, 0, 10): 64
(2, 1, 10, 2): 80
(0, 0, 10, 1): 48
(2, 7, 10, 13): 96
(3, 5, 10, 2): 80
(2, 15, 10, 14): 64
(1, 0, 0, 8): 80
(2, 12, 10, 0): 48
(0, 10, 8, 10): 64
(0, 15, 10, 10): 64
(3, 7, 10, 13): 96
(2, 3, 10, 13): 96
(2, 14, 10, 14): 64
(1, 15, 0, 6): 64
(0, 1, 8, 5): 80
(2, 9, 10, 10): 80
(2, 12, 10, 10): 80
(0, 13, 10, 5): 80
(2, 8, 10, 10): 80
(3, 12, 10, 10): 80
(2, 2, 10, 12): 96
(2, 10, 10, 1): 96
(0, 4, 10, 2): 80
(2, 14, 10, 1): 96
(0, 9, 8, 2): 80
(2, 3, 10, 12): 96
(2, 5, 10, 7): 80
(2, 1, 10, 6): 80
(3, 10, 10, 1): 96
(2, 5, 10, 6): 80
(0, 3, 10, 9): 96
(1, 5, 0, 4): 80
(2, 4, 10, 7): 80
(0, 7, 8, 9): 96
(2, 10, 10, 4): 96
(2, 7, 10, 8): 96
(0, 8, 10, 14): 80
(0, 5, 8, 14): 80
(3, 1, 10, 6): 80
(2, 14, 10, 4): 96
(2, 6, 10, 8): 96
(2, 7, 10, 3): 32
(2, 12, 10, 15): 80
(2, 0, 10, 8): 80
(0, 2, 8, 12): 96
(3, 14, 10, 4): 96
(1, 9, 0, 0): 112
(0, 6, 10, 12): 96
(2, 3, 10, 3): 32
(3, 3, 10, 3): 32
(2, 2, 10, 14): 32
(0, 10, 10, 11): 64
(1, 1, 0, 7): 48
(2, 11, 10, 4): 96
(2, 12, 10, 12): 48
(2, 1, 10, 3): 80
(3, 2, 10, 0): 96
(3, 4, 10, 8): 80
(0, 12, 10, 0): 80
(2, 4, 10, 8): 80
(1, 10, 0, 12): 96
(0, 11, 8, 6): 64
(2, 6, 10, 14): 32
(0, 14, 10, 6): 64
(3, 6, 10, 14): 32
(1, 12, 0, 11): 48
(2, 0, 10, 3): 80
(3, 12, 10, 7): 80
(0, 13, 8, 4): 48
(2, 8, 10, 12): 48
(0, 1, 10, 4): 48
(2, 3, 10, 6): 32
(1, 14, 0, 9): 96
(3, 8, 10, 12): 48
(1, 13, 10, 8): 80
(3, 6, 10, 0): 96
(2, 15, 10, 1): 96
(2, 6, 10, 0): 96
(3, 7, 10, 5): 96
(1, 10, 8, 15): 64
(1, 8, 0, 14): 48
(2, 4, 10, 13): 80
(2, 2, 10, 6): 32
(3, 0, 10, 11): 80
(2, 8, 10, 7): 80
(1, 15, 10, 15): 64
(1, 3, 0, 5): 32
(3, 8, 10, 7): 80
(1, 12, 8, 13): 48
(1, 4, 0, 3): 48
(2, 6, 10, 11): 32
(2, 5, 10, 13): 80
(1, 0, 10, 13): 48
(2, 3, 10, 5): 96
(3, 5, 10, 15): 80
(2, 7, 10, 11): 32
(1, 6, 0, 1): 32
(2, 8, 10, 9): 48
(3, 3, 10, 5): 96
(1, 8, 8, 7): 80
(2, 4, 10, 11): 80
(3, 10, 10, 9): 96
(2, 9, 10, 9): 48
(3, 6, 10, 5): 96
(1, 3, 8, 1): 96
(1, 11, 10, 3): 64
(3, 8, 10, 2): 80
(2, 15, 0, 10): 64
(2, 1, 10, 15): 80
(3, 4, 10, 11): 80
(1, 4, 8, 10): 80
(3, 9, 10, 2): 80
(3, 14, 10, 13): 32
(2, 13, 0, 8): 80
(1, 5, 10, 7): 80
(1, 6, 8, 5): 96
(3, 3, 10, 0): 96
(2, 14, 10, 9): 96
(3, 1, 10, 15): 80
(3, 1, 10, 10): 80
(1, 7, 10, 1): 96
(1, 13, 8, 2): 80
(2, 11, 0, 6): 64
(3, 14, 10, 9): 96
(3, 3, 10, 1): 96
(3, 4, 10, 14): 80
(2, 12, 10, 2): 80
(1, 11, 8, 9): 96
(1, 9, 10, 10): 80
(3, 13, 10, 6): 80
(3, 12, 10, 2): 80
(2, 10, 10, 13): 32
(3, 5, 10, 14): 80
(3, 6, 10, 4): 96
(1, 0, 8, 14): 80
(1, 2, 10, 5): 96
(3, 10, 10, 13): 32
(2, 9, 0, 4): 80
(3, 9, 10, 3): 80
(1, 15, 8, 12): 96
(3, 14, 10, 12): 96
(1, 1, 10, 2): 80
(2, 5, 10, 10): 80
(3, 5, 10, 10): 80
(3, 0, 10, 10): 80
(1, 2, 8, 11): 32
(3, 11, 10, 8): 32
(2, 7, 10, 1): 96
(1, 14, 10, 9): 96
(3, 7, 10, 1): 96
(3, 15, 10, 12): 96
(3, 10, 10, 8): 32
(1, 5, 8, 0): 80
(2, 12, 0, 7): 48
(2, 9, 10, 6): 80
(3, 9, 10, 6): 80
(3, 13, 10, 7): 80
(1, 12, 10, 14): 80
(1, 7, 8, 6): 32
(3, 7, 10, 4): 96
(2, 2, 10, 4): 96
(3, 2, 10, 4): 96
(1, 10, 10, 12): 96
(1, 9, 8, 4): 48
(2, 13, 10, 3): 80
(2, 1, 0, 11): 48
(3, 2, 10, 1): 96
(3, 13, 10, 3): 80
(3, 4, 10, 15): 80
(2, 15, 10, 8): 32
(2, 10, 0, 9): 96
(2, 14, 8, 15): 64
(3, 15, 10, 8): 32
(1, 6, 10, 11): 32
(2, 0, 10, 14): 80
(2, 4, 0, 14): 48
(4, 5, 10, 0): 48
(3, 15, 10, 13): 32
(2, 1, 8, 13): 48
(2, 11, 10, 12): 96
(4, 10, 10, 7): 64
(3, 8, 10, 3): 80
(5, 1, 10, 0): 48
(3, 0, 10, 14): 80
(1, 8, 10, 0): 80
(2, 10, 8, 3): 64
(2, 6, 0, 5): 32
(3, 11, 10, 12): 96
(3, 11, 10, 9): 96
(4, 8, 10, 5): 80
(5, 14, 10, 7): 64
(1, 3, 10, 6): 32
(2, 8, 0, 3): 48
(2, 6, 8, 1): 96
(3, 12, 10, 6): 80
(4, 14, 10, 11): 64
(4, 1, 10, 0): 48
(4, 1, 10, 5): 48
(1, 4, 10, 4): 48
(5, 12, 10, 5): 80
(2, 3, 0, 1): 32
(4, 14, 10, 2): 64
(4, 2, 10, 15): 32
(3, 8, 0, 13): 80
(5, 10, 10, 11): 64
(4, 12, 10, 0): 80
(4, 12, 10, 9): 16
(4, 14, 10, 7): 64
(2, 8, 8, 10): 80
(2, 11, 10, 15): 64
(5, 6, 10, 15): 32
(4, 7, 10, 2): 32
(3, 1, 10, 11): 80
(4, 12, 10, 5): 80
(4, 10, 10, 14): 64
(2, 3, 8, 5): 96
(2, 13, 10, 13): 48
(3, 4, 0, 8): 112
(5, 8, 10, 9): 16
(4, 10, 10, 11): 64
(2, 15, 10, 3): 64
(4, 0, 10, 5): 48
(2, 0, 8, 2): 80
(4, 6, 10, 10): 32
(4, 0, 10, 13): 48
(2, 9, 10, 7): 80
(4, 6, 10, 15): 32
(3, 1, 0, 2): 48
(4, 8, 10, 12): 16
(4, 15, 10, 2): 64
(5, 3, 10, 2): 32
(4, 8, 10, 9): 16
(4, 9, 10, 10): 80
(2, 2, 10, 1): 96
(4, 13, 10, 0): 80
(2, 15, 8, 9): 96
(3, 10, 0, 4): 96
(4, 3, 10, 7): 32
(5, 4, 10, 13): 48
(4, 11, 10, 1): 96
(4, 3, 10, 2): 32
(3, 12, 0, 15): 48
(4, 11, 10, 14): 64
(2, 11, 8, 12): 96
(2, 7, 10, 5): 96
(4, 4, 10, 13): 48
(4, 4, 10, 6): 80
(4, 4, 10, 8): 48
(4, 7, 10, 10): 32
(5, 13, 10, 10): 80
(2, 7, 8, 11): 32
(3, 14, 0, 0): 32
(4, 13, 10, 10): 80
(5, 15, 10, 1): 96
(4, 13, 10, 15): 80
(4, 15, 10, 4): 96
(4, 9, 10, 12): 16
(5, 0, 10, 6): 80
(4, 15, 10, 1): 96
(4, 1, 10, 3): 80
(2, 10, 10, 9): 96
(4, 2, 10, 7): 32
(4, 0, 10, 3): 80
(2, 2, 8, 6): 32
(5, 11, 10, 4): 96
(4, 0, 10, 6): 80
(3, 5, 0, 12): 48
(4, 3, 10, 8): 96
(4, 5, 10, 8): 48
(2, 1, 10, 14): 80
(2, 5, 8, 4): 48
(4, 11, 10, 4): 96
(2, 14, 10, 12): 96
(4, 13, 10, 14): 80
(5, 5, 10, 3): 80
(3, 2, 8, 8): 96
(4, 12, 10, 15): 80
(4, 5, 10, 3): 80
(4, 5, 10, 6): 80
(2, 3, 10, 11): 32
(4, 6, 10, 12): 96
(5, 7, 10, 8): 96
(3, 9, 0, 9): 80
(5, 7, 10, 0): 96
(4, 14, 10, 4): 96
(4, 7, 10, 13): 96
(4, 7, 10, 8): 96
(4, 9, 10, 11): 80
